37.315208,13.371931,14.595348
64.375323,18.024905,17.076514
49.617279,-1.188326,-22.139872
43.354890,-14.641746,22.878997
55.179383,12.134753,-24.543216
70.670130,-31.942438,0.112394
62.109136,33.374715,55.781008
40.054093,16.242322,-44.343734
50.058630,48.097174,15.621684
30.209881,24.384595,-20.862682
71.523509,-28.409790,58.865067
70.965566,14.757269,67.263635
29.147628,21.652669,-48.719982
54.353998,-42.675347,32.887721
41.816836,50.326048,27.378250
81.296157,-1.866049,80.931351
50.403276,52.483105,-14.795661
50.096475,-24.994609,-27.492541
95.167280,-1.302071,2.956026
81.289001,-0.612166,0.477056
66.895177,-0.744149,-0.020269
50.759286,-0.144610,0.162979
35.637653,-0.414424,-0.451068
20.644142,0.112068,-0.444306
